Fit Type,Low Temp,High Temp,Perc Err,a,b,c,d,e,f,g,h,i
2.0,125.000,300.000,NIST-1,-4.12351e+03,9.69059e+03,-7.92009e+03,1.57290e+03,1.45999e+03,-1.02833e+03,2.55773e+02,-2.33193e+01,0.00000e+00
