Fit Type,Low Temp,High Temp,Perc Err,a,b,c,d,e,f,g,h,i
polylog,4.000,300.000,2.0,0.00e+00,-4.12070e-02,4.32230e-01,-1.86530e+00,4.23370e+00,-5.45890e+00,3.93790e+00,-3.35930e-01,-5.72450e-01
