Material Name,Fit Type,Low Temp,High Temp,Perc Err,erf param,a,b,c,d
raw_fit,Nppoly,0.322,3.032,26.714,0.00e+00,2.53032e-04,3.15702e-03,-1.80723e-03,3.40509e-04
