Fit Type,Low Temp,High Temp,a,b,c,d,e,f,g,h,i
NIST-1,6.000,275.000,-8.28921e+00,3.94470e+01,-8.34353e+01,9.81690e+01,-6.72088e+01,2.67082e+01,-5.72050e+00,5.11150e-01,0.00000e+00
