Fit Type,Low Temp,High Temp,a,b,c,d,e,f,g,h,i
NIST-1,4.000,300.000,2.73800e+00,-3.06770e+01,8.94300e+01,-1.36990e+02,1.24690e+02,-6.95560e+01,2.33200e+01,-4.31350e+00,3.38290e-01
