Fit_Name,fit_type,Tlow,Thigh,a,b,c,d,e,f,g,h,i
Manganin_data,loglog,0.0103,1180.0,-4.636084648261286e-09,4.606047055104307e-06,-0.0015585847353887996,0.2521767590469353,-2.5305418283811494,22.65479646571776,-66.72072232345732,66.34550021373778,588.3165994248558
Manganin_ExcelNIST5a,TchebyLnT,0.1,300.0,5.0,-2.31,5.71,-0.743946,4.43023,-0.391106,-0.369351,0.0905807,
