Fit Type,Low Temp,High Temp,Perc Err,a,b,c,d,e,f,g,h,i
2.0,88.000,300.000,NIST-1,7.89790e+02,-2.34794e+03,3.02461e+03,-2.20676e+03,9.89238e+02,-2.73180e+02,4.30650e+01,-2.98630e+00,0.00000e+00
