Fit Type,Low Temp,High Temp,a,b,c,d,e,f,g,h,i
NIST-1,4.000,300.000,5.73101e+00,-3.95199e+01,7.99313e+01,-8.38572e+01,5.09157e+01,-1.79835e+01,3.42413e+00,-2.71330e-01,0.00000e+00
