Fit Type,Low Temp,High Temp,a,b,c,d,e,f,g,h,i
NIST-1,1.000,83.000,-1.37737e+00,-3.40668e+00,2.05842e+01,-5.31244e+01,7.32476e+01,-5.76546e+01,2.61192e+01,-6.34790e+00,6.40331e-01
