Fit Type,Low Temp,High Temp,Perc Err,a,b,c,d,e,f,g,h,i
polylog,88.000,300.000,3.0,0.00e+00,0.00e+00,3.81922e+01,-5.15727e+02,2.89571e+03,-8.65416e+03,1.45208e+04,-1.29696e+04,4.81540e+03
