Cryogenic Materials Repository,Nachman et al.,2025
T [K],k [W/m/K],k/T
0.10359869166666666,0.00023013863063408592,0.002221443407553515
0.10535694155844154,0.00023506300251773383,0.002231110727406075
0.10851744583333334,0.0002518728135612939,0.0023210352181356453
0.11262642142857143,0.0002779601412509216,0.002467983424539562
0.11289241230769233,0.00027239831986587714,0.002412901932890279
0.11433593227272727,0.00027702968348460266,0.0024229450705295294
0.11706618649732621,0.00029486404691179545,0.002518780663608019
0.12103477675585284,0.00032007542091162474,0.0026444913560444683
0.1258868125,0.00035543762097424604,0.002823469860866054
0.1311088262987013,0.00039344175147600194,0.0030008792129649258
0.14766821983273598,0.000437063826395452,0.002959769047737657
0.1495179215909091,0.00045502180881356816,0.003043259322842501
0.15240803815789472,0.0004801967951880726,0.0031507314246154703
0.15593770833333334,0.0005187167411339679,0.0033264355791682923
0.15995263628762546,0.0005586410869642659,0.003492540666599094
0.1645780125,0.0006056571161460192,0.003680060944629643
0.1699864478021978,0.000652783773120755,0.0038402106847973973
0.17549061666666668,0.0007023662941420078,0.00400230113428861
0.19434453333333335,0.0007024562508695038,0.0036144893752410004
0.19883117801857586,0.000765695395185018,0.00385098254114595
0.20164664761904763,0.0008080148232434797,0.004007082849053794
0.2051702125,0.0008499216026702836,0.004142519483281637
0.2132746583333333,0.0009550142465405078,0.004477860867313582
0.2177932561919505,0.0010141617679913825,0.004656534301032527
0.22259619285714288,0.0010681329347327958,0.004798522926303142
0.22754175312500002,0.0011246305767015825,0.004942524003863883
0.23275125986842105,0.001174363839017766,0.005045574574683967
0.23829114444444444,0.001227361065812137,0.005150678463833077
0.24665755,0.0011347004497539541,0.004600306983321427
0.25443905,0.0012609102860651894,0.004955647673048572
0.25777825,0.00131380092665306,0.005096632189306352
0.2652811653846153,0.001402166597767587,0.005285586693403843
0.2739416,0.0014893547472441325,0.005436760051208478
0.28366445000000007,0.0015790769804429523,0.005566707355972706
0.28828902352941177,0.0016352797859372028,0.005672362290860403
0.29840259062499996,0.001748778676575209,0.00586046747420127
0.3038587077922078,0.0017968909209774727,0.005913573891080545
0.31519599465240644,0.0019056784345619585,0.006046010948405334
0.3130106350267379,0.0017872647465079934,0.005709917001239661
0.32369415384615385,0.0019194703403159115,0.005929888808644354
0.3366420955882353,0.0020637154154622495,0.006130295178492735
0.34997067499999995,0.0021982469253938133,0.006281231778616347
0.36052562499999996,0.0023027033916563884,0.0063870727404089205
0.3755309363636363,0.0024579416429694385,0.006545244092990917
0.3868172790178571,0.0025700765877933723,0.006644161797319107
0.41548595,0.0028431820210240103,0.006843028075977082
0.38236343333333334,0.002468353030406952,0.006455515395100853
0.4030126636363637,0.002685176402780257,0.006662759374735376
0.42162297418760714,0.0028793789722455286,0.006829274371951819
0.46374149179616,0.0032722771848501487,0.0070562527674114086
0.4864553356266257,0.0035004321330407706,0.007195793481289915
0.5275177416265535,0.003910312576854402,0.007412665524380857
0.5456433253225064,0.004086538799102373,0.007489395745264537
0.5033958115063869,0.0036403194826887617,0.007231525172597855
0.670171225,0.005263511121236418,0.007853979587435162
0.7025658049146944,0.005547451453449778,0.007895988410827011
0.74179005,0.0059050933514199575,0.007960599298170631
0.578703058332081,0.004386405520784511,0.0075797171928326515
0.6322144674607262,0.004894387923220311,0.007741657578445649
0.6898939806595368,0.005440676974785846,0.007886250825937883
0.7454817836662204,0.005930610338065828,0.00795540611186977
0.8016112396517616,0.006475743311724296,0.008078408823880149
0.8533180614766942,0.006953399513556716,0.008148660889145645
0.9145664311440155,0.007454348310616302,0.008150690924979376
0.9702474132459734,0.007909232853918568,0.008151769070383957
1.0336152558183507,0.008423805896798402,0.008149846714606558
0.7313970697467436,0.005809724779572795,0.007943325205807145
0.8258969294493272,0.006707139423363093,0.008121036880274064
0.9214604389783272,0.007521402304119175,0.008162479891658246
1.0149507925542118,0.008317521827944945,0.008195000081741085
1.106882945302335,0.009014157030751882,0.008143731068410081
1.1990272208048303,0.00975103949658487,0.008132458819441664
1.2920882864730139,0.010522337347485327,0.008143667470438827
1.3907280222488034,0.011192729495667884,0.008048108125102182
1.490750144860214,0.011855533379175434,0.007952729986343294
0.9413126328548131,0.007706460684249071,0.008186930054127623
1.0844686597434396,0.008870427481963062,0.008179514827161165
1.2365209591103747,0.010087591145688522,0.00815804299261221
1.3813563115223944,0.0111675237739222,0.008084462843344494
1.52444074147687,0.01209706687527523,0.007935412998445357
1.66617321825625,0.012963492436836291,0.007780398997412383
1.8229040713817761,0.013883269810596078,0.007616017775456745
1.9762825953211824,0.014698281606435036,0.007437337980526157
2.1401490244675117,0.015535409909913315,0.007259031839513449
