Fit Type,Low Temp,High Temp,Perc Err,a,b,c,d,e,f,g,h,i
polylog,3.000,298.000,3.0,-1.93362e+00,2.30957e+01,-1.15699e+02,3.14813e+02,-5.03890e+02,4.81629e+02,-2.68441e+02,8.08550e+01,-7.33450e+00
