Material Name,Fit Type,Low Temp,High Temp,Perc Err,erf param,A,B,C,D,a,b,c,d
raw_fit,polylog,175.000,325.000,5.048,0.000,1.39168e+02,-1.67217e+02,6.84705e+01,-9.37162e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00
raw_fit,Nppoly,1.370,2.170,5.080,0.000,0.00e+00,0.00e+00,0.00e+00,0.00e+00,4.65013e+02,-6.50405e+02,3.78267e+02,-7.13337e+01
