Material Name,Fit Type,Low Temp,High Temp,Perc Err,a,b,c,d,e,f,g,h,i,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12
NIST_fit,OFHC_RRR_Wc,0.2,1250,??,0.631,1.754e-08,2.763,1102,-0.165,70,1.765,0.2351,0.1661,-0.00012,420,470,0.7,-0.00016,73,87,0.45,-0.000010,18,21,0.5
