Fit Type,Low Temp,High Temp,Perc Err,a,b,c,d,e,f,g,h,i
polylog,2.000,80.000,2.0,0.00e+00,-1.05010e-01,6.87220e-01,-1.61450e+00,1.27880e+00,7.12180e-01,-1.69540e+00,1.93190e+00,-5.00150e-01
