Fit Type,Low Temp,High Temp,Perc Err,a,b,c,d,e,f,g,h,i
polylog,5.000,116.000,1.5,0.00000e+00,-3.81510e-03,1.74057e-01,-1.12933e+00,3.20536e+00,-5.03374e+00,4.54083e+00,-1.01835e+00,2.10350e-02
