Fit Type,Low Temp,High Temp,Perc Err,a,b,c,d,e,f,g
ExcelNIST5a-1,0.060,4.220,??,-2.69698e+00,1.57311e+00,6.10351e-01,2.46304e-01,-5.84836e-02,-9.37299e-02,-2.66527e-02
