Fit Type,Low Temp,High Temp,a,b,c,d,e,f,g,h,i
NIST-1,76.000,300.000,-3.21868e+03,9.20161e+03,-1.09567e+04,6.95010e+03,-2.47694e+03,4.70284e+02,-3.71669e+01,0.00000e+00,0.00000e+00
