Fit Type,Low Temp,High Temp,Perc Err,a,b,c,d,e,f,g,h,i
polylog,4.000,296.000,2.0,2.24014e+01,-1.41134e+02,3.94955e+02,-6.01154e+02,5.47832e+02,-3.05997e+02,1.02387e+02,-1.88102e+01,1.45769e+00
