Material Name,Fit Type,Low Temp,High Temp,Perc Err,a,b,c,d,e,f,g,h,i
NIST_fit,polylog,84.000,300.000,2.0,2.90991e+03,-8.61664e+03,1.05427e+04,-6.83207e+03,2.47533e+03,-4.75700e+02,3.79003e+01,0.00e+00,0.00e+00
