Fit Type,Low Temp,High Temp,Perc Err,a,b,c,d,e,f,g,h,i
polylog,4.000,300.000,2.0,0.00e+00,-2.71330e-01,3.42413e+00,-1.79835e+01,5.09157e+01,-8.38572e+01,7.99313e+01,-3.95199e+01,5.73101e+00
