Fit Type,Low Temp,High Temp,Perc Err,a,b,c,d,e,f,g,h,i
1.0,38.000,300.000,NIST-1,6.89532e+02,-2.54363e+03,3.96707e+03,-3.40037e+03,1.73172e+03,-5.24309e+02,8.74249e+01,-6.19597e+00,0.00000e+00
