Fit Type,Low Temp,High Temp,Perc Err,a,b,c,d,e,f,g,h,i
polylog,4.000,300.000,2.0,0.00000e+00,-6.57884e-02,7.43643e-01,-3.51482e+00,8.89066e+00,-1.29153e+01,1.06547e+01,-3.48735e+00,-7.12785e-02
