Material Name,Fit Type,Low Temp,High Temp,Perc Err,erf param,a,b,c,d
raw_fit,Nppoly,0.134,4.842,4.852,0.00e+00,3.33889e-03,6.89859e-03,-2.54810e-03,2.64819e-04
