Fit_Name,fit_type,Tlow,Thigh,a,b,c,d,e
CFRP_Clearwater_data,Chebyshev,0.1335,4.842,-4.9010924972631535,1.2376381753869803,-0.06136326108749382,-0.017939191789372706,-0.0005742128014977202
