Fit Type,Low Temp,High Temp,Perc Err,a,b,c,d,e,f,g,h,i
polylog,88.000,300.000,2.0,0.00e+00,-2.98630e+00,4.30650e+01,-2.73180e+02,9.89238e+02,-2.20676e+03,3.02461e+03,-2.34794e+03,7.89790e+02
