LXVII. The thermal conductivity of some alloys at low temperatures,R. Berman,The London Edinburgh and Dublin Philosophical Magazine and Journal of Science 1951
T(K),k(W/m/K),k/T
3.03E+00,5.00E-01,1.65E-01
5.06E+00,1.19E+00,2.35E-01
9.56E+00,3.17E+00,3.31E-01
2.05E+01,8.88E+00,4.34E-01
6.06E+01,1.79E+01,2.96E-01
9.68E+01,1.88E+01,1.95E-01
