Material Name,Fit Type,Low Temp,High Temp,Perc Err,erf param,a,b,c,d
raw_fit,Nppoly,0.112,2.755,1.801,0.000,5.18033e-02,2.29552e-02,-1.65005e-02,4.05674e-03
