Fit Type,Low Temp,High Temp,Perc Err,a,b,c,d,e,f
3,0.100,291.000,NIST-3,-2.42190e+00,1.98664e+00,1.25744e+00,9.61209e-01,-9.61060e+00,7.77857e-01
