Material Name,Fit Type,Low Temp,High Temp,Perc Err,erf param,A,B,C,D
raw_fit,polylog,0.077,298.000,6.785,0.000,-1.85405e+00,1.72990e+00,-5.45311e-01,6.53288e-02
