Material Name,Fit Type,Low Temp,High Temp,Perc Err,erf param,a,b,c,d
raw_fit,Nppoly,0.058,1.750,31.976,0.000,1.10871e-03,-6.55611e-03,2.94308e-02,-1.47461e-02
