Fit Type,Low Temp,High Temp,a,b,c,d,e,f,g,h,i
NIST-1,4.000,300.000,-8.19070e-01,-2.19670e+00,9.10590e+00,-1.30780e+01,1.08530e+01,-5.12690e+00,1.25830e+00,-1.23950e-01,0.00000e+00
