Fit_Name,fit_type,Tlow,Thigh,a,b,c,d,e,f,g,h,i
Aluminum_5083O_NIST,polylog,4.0,300.0,0.0,0.067336,-0.77295,3.6873,-9.3977,13.612,-11.112,5.751,-0.90933
