Fit_Name,fit_type,Tlow,Thigh,a,b,c,d,e,f,g,h,i
Brass_NIST,polylog,5.0,116.0,0.0,-0.0038151,0.174057,-1.12933,3.20536,-5.03374,4.54083,-1.01835,0.021035
Brass_data,Nppoly,53.5,972.0,-3.846191472958298e-12,7.0296925750154765e-09,-6.262736930776258e-07,-0.004484957774679176,2.091385487103568,,,,
