Material Name,Fit Type,Low Temp,High Temp,Perc Err,erf param,a,b,c,d
raw_fit,Nppoly,0.309,4.015,5.398,0.000,2.98036e-03,9.72794e-03,-4.47993e-03,5.71214e-04
