Fit Type,Low Temp,High Temp,Perc Err,a,b,c,d,e,f,g,h,i
polylog,100.000,300.000,1.5,0.00000e+00,0.00000e+00,9.83525e+01,-1.30271e+03,7.18743e+03,-2.11414e+04,3.49642e+04,-3.08243e+04,1.13146e+04
