Fit Type,Low Temp,High Temp,Perc Err,a,b,c,d,e,f,g,h
TchebyLnT,0.100,300.000,??,5.00000e+00,-2.31000e+00,5.71000e+00,-7.43946e-01,4.43023e+00,-3.91106e-01,-3.69351e-01,9.05807e-02
