Fit Type,Low Temp,High Temp,Perc Err,a,b,c,d,e,f,g,h,i
NIST-1,100.000,300.000,1.5,1.13146e+04,-3.08243e+04,3.49642e+04,-2.11414e+04,7.18743e+03,-1.30271e+03,9.83525e+01,^,^
