Fit Type,Low Temp,High Temp,a,b,c,d,e,f,g,h,i
NIST-1,90.000,300.000,-1.55750e+03,3.98470e+03,-3.94024e+03,1.64967e+03,1.28010e+01,-2.94262e+02,1.19590e+02,-2.06301e+01,1.36067e+00
