Effect of cryogenic treatment on thermal conductivity properties of copper,D. S. Nadig-- V. Ramakrishnan-- P. Sampathkumaran-- C. S. Prashanth,AIP Conference Proceedings 2012
T(K),k(W/m/K),k/T
1.75E+02,4.52E+02,2.58E+00
2.25E+02,4.20E+02,1.87E+00
2.75E+02,4.12E+02,1.50E+00
3.00E+02,4.05E+02,1.35E+00
3.25E+02,4.03E+02,1.24E+00
