Fit_Name,fit_type,Tlow,Thigh,a,b,c,d,e,f,g,h,i
Aluminum_1100H14_data,loglog,0.09315975656565657,3.090627653030104,-35.04233971559597,82.37031978680179,-28.025382872210276,2.6499755286617996,5.006702034194939,-5.302375941805324,2.9299407767914802,0.8235633886591943,1.1546722060260766
