The Influence of the Precipitation Heat Treatment Temperature on the Metallurgical Microstructure Thermal Properties and Microhardness of an Alpha Brass,I. Rojas-Rodríguez et.al.,Scietific Research Publishing Materials Sciences and Applications 2018
T(K),k(W/m/K),k/T
5.73E+02,1.21E+02,2.10E-01
6.73E+02,1.06E+02,1.57E-01
7.73E+02,9.33E+01,1.21E-01
8.73E+02,1.22E+02,1.40E-01
9.72E+02,1.59E+02,1.63E-01
