Fit_Name,fit_type,Tlow,Thigh,a,b,c,d,e
Macor_data,Nppoly,0.337294102,3.21338073,0.00011151911754781122,-0.0010309519595884966,0.0029137746170086395,0.0028248711773681944,-0.0006929896341502816
