Crowley,assembly_Tlow_0.36K,2022
T,k,koT
2.212547618,19.706385,8.906648986751888
2.28090476,21.40731,9.385446676870455
2.372047618,19.266579,8.122340737933703
2.448,26.956236,11.011534313725491
