Fit_Name,fit_type,Tlow,Thigh,a,b,c,d,e,f,g,h,i
Aluminum_6061T6_NIST,polylog,4.0,300.0,0.0,-0.00571,0.04179,-0.09464,0.02803,0.08084,-0.07277,1.0957,0.07918
Aluminum_6061T6_Sauvage,Chebyshev,0.095,20.0,0.23970341,1.88576787,-0.439839595,0.0953687043,0.00205443158,-0.00289908152,-0.000133420775,0.000114453429,-8.72830666e-06
Aluminum_6061T6_data,loglog,0.06746550033156498,2.0337755149562815,15.253920803198108,-4.310395890165261,0.41161110832353554,-0.010484289543692075,5.8368702931752,-2.6865395443715223,1.208069022259914,0.24099295984030697,0.4527199919093921
