Material Name,Fit Type,Low Temp,High Temp,Perc Err,erf param,a,b,c,d
raw_fit,Nppoly,0.298,2.851,15.979,0.00e+00,-1.14537e-04,8.60986e-03,-5.86097e-03,1.14031e-03
