Thermophysical properties of Manganin (Cu86Mn12Ni2) in the solid and liquid state,A. Schmon-- K Aziz-- M. Luckabauer-- G. Pottlacher,Int. J. Thermophys. 2015
T(K),k(W/m/K),k/T
1.00E+03,5.65E+01,5.65E-02
1.05E+03,5.89E+01,5.61E-02
1.10E+03,6.14E+01,5.58E-02
1.15E+03,6.38E+01,5.55E-02
1.18E+03,6.51E+01,5.53E-02
