Thermal conductivity of technical materials at low temperatures,N.V. Zavaritskii-- A.C. Zeldovich,Soviet Physics-Technical Physics 1956
T(K),k(W/m/K),k/T
5.45E+00,7.27E-01,1.33E-01
6.66E+00,9.98E-01,1.50E-01
8.99E+00,1.43E+00,1.59E-01
9.92E+00,1.93E+00,1.95E-01
1.46E+01,2.55E+00,1.74E-01
3.58E+01,7.97E+00,2.23E-01
6.23E+01,1.16E+01,1.86E-01
8.02E+01,1.28E+01,1.59E-01
