THERMAL AND ELECTRICAL CONDUCTIVITY MEASUREMENTS OF CDA 510 PHOSPHOR BRONZE,J. Tuttle-- E. Canavan-- M. DiPirro,AIP Conference Proceedings 2010
T(K),k(W/m/K),k/T
2.09E+01,9.79E+00,4.68E-01
2.49E+01,1.17E+01,4.71E-01
2.49E+01,1.16E+01,4.65E-01
2.99E+01,1.35E+01,4.52E-01
3.50E+01,1.53E+01,4.38E-01
4.00E+01,1.71E+01,4.27E-01
5.00E+01,2.04E+01,4.08E-01
6.00E+01,2.37E+01,3.95E-01
