Material Name,Fit Type,Low Temp,High Temp,Perc Err,erf param,A,B,C,D
raw_fit,polylog,0.001,296.000,2.060,-1.000,4.79082e+00,8.57758e-01,-1.38664e+00,2.47355e-01
