Material Name,Fit Type,Low Temp,High Temp,Perc Err,a,b,c,d,e,f,g,h,i
PVC_1.25_lbft3_air_NIST_fit,polylog,100.000,300.000,1.5,1.13146e+04,-3.08243e+04,3.49642e+04,-2.11414e+04,7.18743e+03,-1.30271e+03,9.83525e+01,0.00e+00,0.00e+00
PVC_3.5_lbft3_CO2_NIST_fit,polylog,125.000,300.000,2.0,-4.12351e+03,9.69059e+03,-7.92009e+03,1.57290e+03,1.45999e+03,-1.02833e+03,2.55773e+02,-2.33193e+01,0.00e+00
