Fit Type,Low Temp,High Temp,Perc Err,a,b,c,d,e,f
7,6.000,302.000,NIST-3,-2.65000e+00,1.98664e+00,1.24851e+00,5.70000e-01,-8.00000e+00,7.77857e-01
