Fit_Name,fit_type,Tlow,Thigh,a,b,c,d,e,f,g
Graphite_a_ExcelNIST5a,polylog,0.06,4.22,-2.69698,1.57311,0.610351,0.246304,-0.0584836,-0.0937299,-0.0266527
