Fit Type,Low Temp,High Temp,Perc Err,a,b,c,d,e,f,g
ExcelNIST5a-3,0.100,40.000,??,4.00000e+00,-2.31000e+00,5.71000e+00,-7.05008e+00,5.83258e+00,9.40642e-01,2.06473e-01
