Fit Type,Low Temp,High Temp,Perc Err,a,b,c,d,e,f,g,h,i
NIST-2,4.000,300.000,2.0,1.87430e+00,-4.15380e-01,-6.01800e-01,1.32940e-01,2.64260e-01,-2.19000e-02,-5.12760e-02,1.48710e-03,3.72300e-03
