Material Name,Fit Type,Low Temp,High Temp,Perc Err,a,b,c,d,e,f,g,h,i
NIST_fit,polylog,6.000,275.000,2.0,-8.28921e+00,3.94470e+01,-8.34353e+01,9.81690e+01,-6.72088e+01,2.67082e+01,-5.72050e+00,5.11150e-01,0.00e+00
