Fit Type,Low Temp,High Temp,Perc Err,a,b,c,d,e,f,g,h,i
NIST-1,4.000,300.000,2.0,2.33917e+01,-1.48573e+02,4.22192e+02,-6.53666e+02,6.07040e+02,-3.46152e+02,1.18428e+02,-2.22781e+01,1.77019e+00
