Fit Type,Low Temp,High Temp,Perc Err,a,b,c,d,e,f,g,h,i
polylog,4.000,300.000,2.0,0.00e+00,-1.23950e-01,1.25830e+00,-5.12690e+00,1.08530e+01,-1.30780e+01,9.10590e+00,-2.19670e+00,-8.19070e-01
